# iy iz iroll Y Z Roll candidate quality planning_ratio q0 q1 q2 q3 q4 q5 cluster
2 2 7 0.12000000 0.50000000 3.42727000 0 5.82625000 1.00000000 0.00000000 -2.53433342 -1.18888812 -2.19691928 1.57000000 0.00000000 0
2 2 8 0.12000000 0.50000000 3.74545000 0 4.12895000 0.62500000 0.00000000 -2.81658625 -1.26531805 -1.93674531 1.57000000 0.00000000 0
2 2 9 0.12000000 0.50000000 4.06364000 0 3.80673000 0.50000000 0.00000000 -3.10095187 -0.96239595 -2.24236583 1.57000000 0.00000000 0
2 2 10 0.12000000 0.50000000 4.38182000 0 3.28069000 0.37500000 0.00000000 -3.10915030 -1.36862814 -1.44494139 1.57000000 0.00000000 0
2 2 11 0.12000000 0.50000000 4.70000000 0 2.83937000 0.25000000 0.00000000 -3.14585860 -1.40060589 -1.43700029 1.57000000 0.00000000 0
2 3 1 0.12000000 0.55000000 1.51818000 0 5.94168000 1.00000000 0.00000000 0.34038941 -1.39421298 -2.29131624 1.57000000 0.00000000 0
2 3 2 0.12000000 0.55000000 1.83636000 0 5.93100000 1.00000000 0.00000000 -1.29416754 1.40427325 -1.51294603 1.57000000 0.00000000 1
2 3 3 0.12000000 0.55000000 2.15455000 0 5.34817000 0.87500000 0.00000000 -1.43630105 1.48043598 -1.49859804 1.57000000 0.00000000 1
2 3 4 0.12000000 0.55000000 2.47273000 0 5.88232000 1.00000000 0.00000000 -1.67898962 -1.70862846 -2.28116942 1.57000000 0.00000000 0
2 3 5 0.12000000 0.55000000 2.79091000 0 5.90653000 1.00000000 0.00000000 -1.95988101 -1.37029491 -2.27313277 1.57000000 0.00000000 0
2 3 6 0.12000000 0.55000000 3.10909000 0 5.68036000 1.00000000 0.00000000 -2.30675734 -1.21771065 -2.28358333 1.57000000 0.00000000 0
2 3 7 0.12000000 0.55000000 3.42727000 0 5.84507000 1.00000000 0.00000000 -2.51938412 -1.19304849 -2.24501634 1.57000000 0.00000000 0
2 3 8 0.12000000 0.55000000 3.74545000 0 4.42383000 0.62500000 0.00000000 -2.67778740 -1.27332572 -2.04035473 1.57000000 0.00000000 0
2 3 9 0.12000000 0.55000000 4.06364000 0 3.86715000 0.50000000 0.00000000 -2.86518818 -1.29728830 -1.49197717 1.57000000 0.00000000 0
2 3 10 0.12000000 0.55000000 4.38182000 0 3.31821000 0.37500000 0.00000000 -2.99262552 -1.29781576 -1.40806228 1.57000000 0.00000000 0
2 3 11 0.12000000 0.55000000 4.70000000 0 3.36602000 0.37500000 0.00000000 -3.09118898 -1.26098966 -1.34408173 1.57000000 0.00000000 0
2 4 2 0.12000000 0.60000000 1.83636000 0 5.92527000 1.00000000 0.00000000 -1.22171083 1.32420252 -1.49771240 1.57000000 0.00000000 1
