# iy iz iroll Y Z Roll candidate quality planning_ratio q0 q1 q2 q3 q4 q5
0 1 1 -0.75 -0.00555556 -0.594444 3 7.07019 0.6 0 0.170004 1.38814 -1.46333 0 0
0 1 1 -0.75 -0.00555556 -0.594444 4 7.06313 0.6 0 -0.758112 1.73313 0.105089 0 0
0 1 1 -0.75 -0.00555556 -0.594444 5 7.04598 0.6 0 0.0800372 1.85619 -1.48125 0 0
0 1 1 -0.75 -0.00555556 -0.594444 6 7.04242 0.6 0 -0.147689 2.04125 -0.673875 0 0
0 1 1 -0.75 -0.00555556 -0.594444 7 7.03115 0.6 0 -0.273295 2.05556 0.886604 0 0
0 1 1 -0.75 -0.00555556 -0.594444 8 7.00786 0.6 0 0.81021 0.33664 0.205354 0 0
0 1 1 -0.75 -0.00555556 -0.594444 9 7.00356 0.6 0 -0.30524 2.42116 -1.4225 0 0
0 1 2 -0.75 -0.00555556 -0.388889 0 9.05756 0.8 0 0.630716 0.763066 1.38258 0 0
0 1 2 -0.75 -0.00555556 -0.388889 1 9.01282 0.8 0 -0.697154 2.20814 1.32817 0 0
0 1 2 -0.75 -0.00555556 -0.388889 2 8.07437 0.7 0 -0.75125 1.5448 0.269626 0 0
0 1 2 -0.75 -0.00555556 -0.388889 3 8.02007 0.7 0 -1.42732 1.95935 1.71316 0 0
0 1 2 -0.75 -0.00555556 -0.388889 4 8.01906 0.7 0 -0.419725 2.17685 1.1157 0 0
0 1 2 -0.75 -0.00555556 -0.388889 5 8.01896 0.7 0 -0.645122 2.32342 -0.318001 0 0
0 1 2 -0.75 -0.00555556 -0.388889 6 7.99312 0.7 0 -0.946933 2.45239 1.00953 0 0
0 1 2 -0.75 -0.00555556 -0.388889 7 7.09891 0.6 0 0.114252 0.53294 1.45157 0 0
0 1 2 -0.75 -0.00555556 -0.388889 8 7.07113 0.6 0 0.20373 1.49525 -0.508881 0 0
0 1 2 -0.75 -0.00555556 -0.388889 9 7.06783 0.6 0 -0.709814 1.29004 1.682 0 0
0 1 3 -0.75 -0.00555556 -0.183333 0 10.0811 0.9 0 -0.216744 1.478 -0.127831 0 0
0 1 3 -0.75 -0.00555556 -0.183333 1 9.10495 0.8 0 -1.02589 0.773817 0.34301 0 0
0 1 3 -0.75 -0.00555556 -0.183333 2 9.09941 0.8 0 -0.53607 0.684861 0.973611 0 0
0 1 3 -0.75 -0.00555556 -0.183333 3 9.08438 0.8 0 0.28776 1.13946 0.413013 0 0
0 1 3 -0.75 -0.00555556 -0.183333 4 9.07601 0.8 0 0.540141 0.724708 -0.796665 0 0
0 1 3 -0.75 -0.00555556 -0.183333 5 9.07438 0.8 0 0.323904 1.12042 1.44899 0 0
0 1 3 -0.75 -0.00555556 -0.183333 6 9.06192 0.8 0 -0.134031 1.77197 -0.628423 0 0
0 1 3 -0.75 -0.00555556 -0.183333 7 9.05643 0.8 0 0.60173 0.936519 1.36363 0 0
0 1 3 -0.75 -0.00555556 -0.183333 8 9.04156 0.8 0 -0.509677 1.99791 -1.0194 0 0
0 1 3 -0.75 -0.00555556 -0.183333 9 9.03463 0.8 0 -0.63579 1.89636 1.51722 0 0
0 1 4 -0.75 -0.00555556 0.0222222 0 11.1069 1 0 -1.15664 0.63676 0.494458 0 0
0 1 4 -0.75 -0.00555556 0.0222222 1 11.0732 1 0 -0.111683 1.57288 -0.822273 0 0
0 1 4 -0.75 -0.00555556 0.0222222 2 10.0776 0.9 0 -0.290856 1.52529 0.455278 0 0
0 1 4 -0.75 -0.00555556 0.0222222 3 10.0622 0.9 0 -0.936519 1.71457 0.407134 0 0
0 1 4 -0.75 -0.00555556 0.0222222 4 10.0042 0.9 0 -0.179853 2.41653 -1.40659 0 0
