# iy iz iroll Y Z Roll candidate quality planning_ratio q0 q1 q2 q3 q4 q5
0 4 3 -0.75000000 0.12777800 -0.18333300 0 -1.22494588 0.80000000 0.00000000 -0.81132743 1.06476491 0.22661185 0.00000000 0.00000000
0 4 4 -0.75000000 0.12777800 0.02222220 0 -3.51131015 0.90000000 0.00000000 -0.63952125 1.38790599 0.48384458 0.00000000 0.00000000
0 4 5 -0.75000000 0.12777800 0.22777800 0 -1.48697419 1.00000000 0.00000000 0.30246510 0.37628076 0.81087910 0.00000000 0.00000000
0 4 6 -0.75000000 0.12777800 0.43333300 0 -2.04059066 1.00000000 0.00000000 0.22588482 0.43690215 1.37655197 0.00000000 0.00000000
0 4 7 -0.75000000 0.12777800 0.63888900 0 -1.99874345 1.00000000 0.00000000 -0.20380794 0.49286262 0.35105031 0.00000000 0.00000000
0 4 8 -0.75000000 0.12777800 0.84444400 0 -2.14955342 1.00000000 0.00000000 -0.30898207 0.53740217 0.99254678 0.00000000 0.00000000
0 4 9 -0.75000000 0.12777800 1.05000000 0 -2.16492346 1.00000000 0.00000000 -0.48063441 0.31668701 0.57975303 0.00000000 0.00000000
0 5 0 -0.75000000 0.17222200 -0.80000000 0 -0.61857405 0.60000000 0.00000000 -0.24075983 2.04054183 0.20910543 0.00000000 0.00000000
0 5 1 -0.75000000 0.17222200 -0.59444400 0 -2.16674671 0.50000000 0.00000000 -0.09334566 1.18342436 0.84541550 0.00000000 0.00000000
0 5 2 -0.75000000 0.17222200 -0.38888900 0 -1.39115122 0.90000000 0.00000000 -0.37767647 1.85970042 -0.49117770 0.00000000 0.00000000
0 5 3 -0.75000000 0.17222200 -0.18333300 0 -2.03095082 0.80000000 0.00000000 0.45622197 1.13238186 1.24670494 0.00000000 0.00000000
0 5 4 -0.75000000 0.17222200 0.02222220 0 -3.73967569 0.80000000 0.00000000 -0.22170858 1.64172817 -0.17192415 0.00000000 0.00000000
0 5 5 -0.75000000 0.17222200 0.22777800 0 -0.81329107 1.00000000 0.00000000 0.34068634 0.81612542 1.28128403 0.00000000 0.00000000
0 5 6 -0.75000000 0.17222200 0.43333300 0 -2.55007620 1.00000000 0.00000000 -0.52613467 1.69836728 0.92156669 0.00000000 0.00000000
0 5 7 -0.75000000 0.17222200 0.63888900 0 -2.01708702 1.00000000 0.00000000 -0.40880379 1.36426981 -0.50358108 0.00000000 0.00000000
0 5 8 -0.75000000 0.17222200 0.84444400 0 -2.10758758 1.00000000 0.00000000 -0.48981120 1.09843898 -0.90037813 0.00000000 0.00000000
0 5 9 -0.75000000 0.17222200 1.05000000 0 -2.29081630 1.00000000 0.00000000 -0.10657242 0.85205647 -1.44344197 0.00000000 0.00000000
0 6 0 -0.75000000 0.21666700 -0.80000000 0 -1.19841466 0.40000000 0.00000000 -0.03237796 1.44247690 0.16523309 0.00000000 0.00000000
0 6 1 -0.75000000 0.21666700 -0.59444400 0 -1.92982573 0.40000000 0.00000000 -0.18237112 0.43444451 1.03989922 0.00000000 0.00000000
0 6 2 -0.75000000 0.21666700 -0.38888900 0 -0.52357780 0.60000000 0.00000000 -0.43633922 1.07062850 0.32861287 0.00000000 0.00000000
0 6 3 -0.75000000 0.21666700 -0.18333300 0 -1.20589215 0.90000000 0.00000000 -0.63360968 2.01775755 1.23156585 0.00000000 0.00000000
0 6 4 -0.75000000 0.21666700 0.02222220 0 -2.93653645 0.80000000 0.00000000 -0.00702817 1.12381811 0.51559177 0.00000000 0.00000000
0 6 5 -0.75000000 0.21666700 0.22777800 0 -2.01667983 0.90000000 0.00000000 -0.87664723 0.48899951 1.39486528 0.00000000 0.00000000
0 6 6 -0.75000000 0.21666700 0.43333300 0 -2.12678115 1.00000000 0.00000000 0.48372104 0.53598295 -0.40408274 0.00000000 0.00000000
0 6 7 -0.75000000 0.21666700 0.63888900 0 -1.35086414 1.00000000 0.00000000 -0.11712194 0.63077313 0.32729064 0.00000000 0.00000000
0 6 8 -0.75000000 0.21666700 0.84444400 0 -2.30881808 1.00000000 0.00000000 0.33373022 0.13617952 -0.91305951 0.00000000 0.00000000
0 6 9 -0.75000000 0.21666700 1.05000000 0 -2.58108692 1.00000000 0.00000000 -0.36755867 0.24909292 0.35952115 0.00000000 0.00000000
0 7 0 -0.75000000 0.26111100 -0.80000000 0 -0.83495332 0.40000000 0.00000000 -0.07106891 1.96467525 0.43374836 0.00000000 0.00000000
0 7 1 -0.75000000 0.26111100 -0.59444400 0 -1.03608044 0.40000000 0.00000000 0.16951257 1.07946749 0.40813676 0.00000000 0.00000000
0 7 2 -0.75000000 0.26111100 -0.38888900 0 -1.60482782 0.60000000 0.00000000 0.47079498 0.50338197 1.02482183 0.00000000 0.00000000
0 7 3 -0.75000000 0.26111100 -0.18333300 0 -0.20521979 0.90000000 0.00000000 0.17109205 1.58967938 0.39151054 0.00000000 0.00000000
0 7 4 -0.75000000 0.26111100 0.02222220 0 -2.61337556 0.70000000 0.00000000 0.22170808 1.36533423 -1.20617141 0.00000000 0.00000000
0 7 5 -0.75000000 0.26111100 0.22777800 0 -2.13433312 0.80000000 0.00000000 -1.19050438 1.62795860 0.67451121 0.00000000 0.00000000
0 7 6 -0.75000000 0.26111100 0.43333300 0 -0.83028317 0.90000000 0.00000000 0.08784648 0.91931060 0.34980302 0.00000000 0.00000000
0 7 7 -0.75000000 0.26111100 0.63888900 0 -2.10529160 1.00000000 0.00000000 0.04075877 1.28060667 0.12967940 0.00000000 0.00000000
0 7 8 -0.75000000 0.26111100 0.84444400 0 -1.57286007 1.00000000 0.00000000 0.28810062 0.56038704 0.16018900 0.00000000 0.00000000
0 7 9 -0.75000000 0.26111100 1.05000000 0 -1.89596723 1.00000000 0.00000000 -0.24283438 0.65748934 -0.86813059 0.00000000 0.00000000
0 8 0 -0.75000000 0.30555600 -0.80000000 0 -1.03924507 0.40000000 0.00000000 0.48702750 1.24840696 0.97941332 0.00000000 0.00000000
0 8 1 -0.75000000 0.30555600 -0.59444400 0 -0.70598847 0.50000000 0.00000000 0.43455242 1.17816446 -0.05527657 0.00000000 0.00000000
0 8 2 -0.75000000 0.30555600 -0.38888900 0 -1.82062165 0.50000000 0.00000000 0.46256609 0.72441586 1.00185737 0.00000000 0.00000000
